text,reason,sentiment,source
My family laughed together at dinner.,family,positive,generated
amma let me help her in the kitchen,family,positive,generated
My granny calld me her little star.,family,positive,generated
amma did not come to pick me,family,negative,generated
My brother broke my toy.,family,negative,generated
dad was angry with me,family,negative,generated
my sister took my things without asking,family,negative,generated
My parents are always busy.,family,negative,generated
Grandma went back to her house.,family,negative,generated
Thaththa went overseas for work.,family,negative,generated
mummy said no to the trip,family,negative,generated
my brother gets everything,family,negative,generated
I got in trouble for spilling milk.,family,negative,generated
My cousins went home.,family,negative,generated
we didnt go on the trip becuz dad had work,family,negative,generated
my baby brother cries all night,family,negative,generated
my sister blamed me,family,negative,generated
appa shouted at us,family,negative,generated
My parents were arguing.,family,negative,generated
I miss my grandpa.,family,negative,generated
amma forgot my skool concert,family,negative,generated
my brother keeps teasing me,family,negative,generated
Dad didnt keep his promise.,family,negative,generated
My big sister wont let me in her room.,family,negative,generated
I have to share my room.,family,negative,generated
mom said i cant go outside,family,negative,generated
my aunt moved far away,family,negative,generated
my dad works at nite so i dont see him,family,negative,generated
My bruther ate my share of cake.,family,negative,generated
my cousin broke my doll,family,negative,generated
i was blamed for what my sister did,family,negative,generated
We moved house and I miss the old one.,family,negative,generated
Granma is in hospital.,family,negative,generated
My parents didnt come to sports meet.,family,negative,generated
Amma was cross because I was late.,family,negative,generated
my baby sister tore my book,family,negative,generated
dad forgot to call me,family,negative,generated
my brother said i am stupid,family,negative,generated
I am sad becuz thaththa went away again.,family,negative,generated
My uncle left early.,family,negative,generated
mom compared me with my cusin,family,negative,generated
I wasnt allowed to go wit my family to the wedding.,family,negative,generated
my sister got a present and i didnt,family,negative,generated
My parents said no tv this week.,family,negative,generated
no one at home listened to me,family,negative,generated
My brother woke me up too early.,family,negative,generated
my grandparents didnt visit this year,family,negative,generated
I got scolded by mummy.,family,negative,generated
My bruther took the remote.,family,negative,generated
amma went to work and i stayed with aunty,family,negative,generated
dad was late again,family,negative,generated
My sistr is going to a hostel.,family,negative,generated
My cousin didnt come for my birthday.,family,negative,generated
my parents only talk about the baby,family,negative,generated
Achchi was upset wit me.,family,negative,generated
My brother tore my kyte.,family,negative,generated
I wus surprised amma threw away my old shoes.,family,negative,generated
papa couldnt come home for new year,family,negative,generated
nanda was angrey at me,family,negative,generated
we had to leave the family trip early,family,negative,generated
my mother said i was naughty,family,negative,generated
i want my dad to come home soon,family,negative,generated
my sistr always gets the window seat,family,negative,generated
i won the video game,playing,positive,generated
i built a big lego towr,playing,positive,generated
I scored a goal in football.,playing,positive,generated
I drew a rainbow pictur!,playing,positive,generated
I learned to ride my bicycle without help.,playing,positive,generated
we flew a kite and it went so high,playing,positive,generated
my favorite cartoon was on tv,playing,positive,generated
i finished my puzzel,playing,positive,generated
I played in the rain.,playing,positive,generated
i got to the next level in my game,playing,positive,generated
i swam in the pool today,playing,positive,generated
I made a sand castle.,playing,positive,generated
i won at snakes and ladders,playing,positive,generated
i can do a cartwheel now,playing,positive,generated
The nu episode of my show came out.,playing,positive,generated
i playd hide and seek,playing,positive,generated
I coloured the whole book.,playing,positive,generated
I jumped very high on the trampoline.,playing,positive,generated
I made a paper boat and it floated.,playing,positive,generated
I played cricket and hit a six.,playing,positive,generated
my team won the match,playing,positive,generated
i practised piano and it sounded nice,playing,positive,generated
I made a clay elephant!,playing,positive,generated
i climbed the tall tree,playing,positive,generated
I watched a funny movie.,playing,positive,generated
i played with my new toy car,playing,positive,generated
i learned a nu dance,playing,positive,generated
I painted a big sun and a house.,playing,positive,generated
I raced my bike down the hill.,playing,positive,generated
I blew huge bubbles.,playing,positive,generated
i played football till dark,playing,positive,generated
playing cricket is the best,playing,positive,generated
My robot toy works.,playing,positive,generated
I caught the ball evry time.,playing,positive,generated
i wus surprised i won the race,playing,positive,generated
I built a fort with pillows.,playing,positive,generated
My team didnt lose!,playing,positive,generated
I got a high score!,playing,positive,generated
i skipped rope 50 times,playing,positive,generated
I played dolls all afternoon.,playing,positive,generated
I made a card with glitter.,playing,positive,generated
i did a jigsaw with 100 peices,playing,positive,generated
I watched cartoons after homework!,playing,positive,generated
We played catch in the garden.,playing,positive,generated
I swung really high on the swing.,playing,positive,generated
My kite didnt fall down.,playing,positive,generated
i played ludo and won,playing,positive,generated
I sang my favrite song loud!,playing,positive,generated
i built a train track,playing,positive,generated
badminton was fun today,playing,positive,generated
i made a mask out of paper,playing,positive,generated
i finishd my comic book,playing,positive,generated
i learned to whistle,playing,positive,generated
I playd in the sand pit!,playing,positive,generated
I was happy playing with my blocks.,playing,positive,generated
i did a handstand,playing,positive,generated
my paper plane flew far,playing,positive,generated
I skated for the first time.,playing,positive,generated
i drew a dragon,playing,positive,generated
I got to play games for one hour.,playing,positive,generated
I didnt win the game.,playing,negative,generated
My kite got stuck in a tree.,playing,negative,generated
we lost the criket match,playing,negative,generated
My lego towr fell down.,playing,negative,generated
The tv wus not working so no cartoons.,playing,negative,generated
I couldnt finish the level.,playing,negative,generated
my toy car broke,playing,negative,generated
our football gaem ended too soon,playing,negative,generated
I cant ride my bike yet.,playing,negative,generated
my drawing got ruined by water,playing,negative,generated
this board game is too tricky for me,playing,negative,generated
I lost at chess again.,playing,negative,generated
My balloon popped.,playing,negative,generated
My puzzle has a missing piece.,playing,negative,generated
my show got cancelled,playing,negative,generated
i missed the goal,playing,negative,generated
my team lost becuz i dropped the ball,playing,negative,generated
the batteries in my robot died,playing,negative,generated
There was no wind to fly my kyte.,playing,negative,generated
My sand castle got washed away.,playing,negative,generated
My crayons are all broken.,playing,negative,generated
The swing wus broken.,playing,negative,generated
I was out first in cricket.,playing,negative,generated
My paper plane wont fly.,playing,negative,generated
I tried a cartwheel and landed on my bum.,playing,negative,generated
My game got deleted.,playing,negative,generated
No time to play today.,playing,negative,generated
The ball went over the wall.,playing,negative,generated
My paint spilled all over my picture.,playing,negative,generated
The cartoon ended too fast.,playing,negative,generated
i got stuck on the same level,playing,negative,generated
i lost the race,playing,negative,generated
I keep falling when I skate.,playing,negative,generated
Tv time is over.,playing,negative,generated
My dolls arm came off.,playing,negative,generated
I didnt get a turn on the slide.,playing,negative,generated
My bubbles wont blow.,playing,negative,generated
the park was closed,playing,negative,generated
I couldnt find the last puzzle piece.,playing,negative,generated
my phone game froze,playing,negative,generated
i came last in musical chairs,playing,negative,generated
my drawing looks bad,playing,negative,generated
my kite string snapped,playing,negative,generated
My clay model cracked.,playing,negative,generated
The football was flat.,playing,negative,generated
My bat is too heavy for me.,playing,negative,generated
i lost every round of carrom,playing,negative,generated
the movie was scary,playing,negative,generated
My rubik cube is too hard.,playing,negative,generated
the remote car ran out of power,playing,negative,generated
I missed my favorite show.,playing,negative,generated
My block tower got knocked over.,playing,negative,generated
i coloured outside the lines,playing,negative,generated
My swimming was not good today.,playing,negative,generated
I was found first in hide and seek.,playing,negative,generated
Our team lost by one goal.,playing,negative,generated
I didnt get to play my game today.,playing,negative,generated
The video game is too scary.,playing,negative,generated
My toy train stoped working.,playing,negative,generated
i cant draw hands,playing,negative,generated
My dog learned to sit.,pets,positive,generated
my cat had kittens,pets,positive,generated
We got a new puppy.,pets,positive,generated
my fish is swimming happily,pets,positive,generated
a butterfly sat on my hand,pets,positive,generated
i saw an elephant at the zoo,pets,positive,generated
My parrot said my name!,pets,positive,generated
My rabbit ate from my hand!,pets,positive,generated
A stray dog wagged its tail at me!,pets,positive,generated
my kitten sleeps with me,pets,positive,generated
i fed the ducks at the lake,pets,positive,generated
We found a baby bird and it flew.,pets,positive,generated
My dogg came home.,pets,positive,generated
I saw monkeys on the way to school!,pets,positive,generated
My hamstar ran in his wheel!,pets,positive,generated
I gave my dog a bath.,pets,positive,generated
My cat purred on my lap.,pets,positive,generated
i rode a horse at the fair,pets,positive,generated
My tortoise ate a leaf!,pets,positive,generated
The puppy licked my face.,pets,positive,generated
I saw a peacock dance.,pets,positive,generated
my dog is better now,pets,positive,generated
our cat played wit a ball,pets,positive,generated
i named my new goldfish bubbles,pets,positive,generated
My dogg waited for me at the gate!,pets,positive,generated
A squirel came close to me.,pets,positive,generated
the zoo had babby lions,pets,positive,generated
my birds sang in the morning,pets,positive,generated
my cat is back home,pets,positive,generated
I taught my parrot a new word.,pets,positive,generated
my puppy chased his tail,pets,positive,generated
we saw dolphins at the sea,pets,positive,generated
my dog loves me,pets,positive,generated
i got to hold a chick,pets,positive,generated
a frog jumped in our garden and i laughed,pets,positive,generated
My kitten played with a string!,pets,positive,generated
The cows let me pat them.,pets,positive,generated
My dog got a new collar.,pets,positive,generated
i saw a big turtle at the beach,pets,positive,generated
my frends dog likes me,pets,positive,generated
I found a ladybug!,pets,positive,generated
My cat is so fluffy.,pets,positive,generated
My fis had babies.,pets,positive,generated
The stray cat ate the food I gave.,pets,positive,generated
My dog barks hello when I come.,pets,positive,generated
i visited the elephant orphanage,pets,positive,generated
My puppy walked on a leash.,pets,positive,generated
The owl at the zu turned its head.,pets,positive,generated
I wus surprised a bird built a nest in our window!,pets,positive,generated
My rabbit is so soft.,pets,positive,generated
We adopted a kitten from the street.,pets,positive,generated
my dog fetched the stick,pets,positive,generated
i saw a rainbow fis in the tank,pets,positive,generated
the lizzard on the wall was funny,pets,positive,generated
my cat sat next to me while i read,pets,positive,generated
I fed my goldfish all by myself.,pets,positive,generated
The goats at the farm were cute.,pets,positive,generated
My pupy slept all day on my bed.,pets,positive,generated
a babby monkey held its mother,pets,positive,generated
My dog did a trick for evryone.,pets,positive,generated
dogg sick,pets,negative,generated
my dogg ran away,pets,negative,generated
My fish died.,pets,negative,generated
My cat scratched me.,pets,negative,generated
the stray puppy was crying in the rain,pets,negative,generated
my parrot flew away,pets,negative,generated
We had to give our dog to someone else.,pets,negative,generated
My hamster is not eating.,pets,negative,generated
i saw a hurt bird,pets,negative,generated
My cat didnt come home last night.,pets,negative,generated
A dog barked at me and I was scared.,pets,negative,generated
The monkeys stole our mangoes.,pets,negative,generated
My rabbit bit my finger.,pets,negative,generated
My kitten is lost.,pets,negative,generated
the zoo lion looked sad,pets,negative,generated
my dog chewed my shoes,pets,negative,generated
my fish tank got dirty,pets,negative,generated
I cant have a pet.,pets,negative,generated
our old dog is very slow now,pets,negative,generated
A crow took my snack.,pets,negative,generated
the cat next door is hungry,pets,negative,generated
My puppy has fleas.,pets,negative,generated
my tortis is hiding and wont come out,pets,negative,generated
I wus surprised to see a snake in the garden.,pets,negative,generated
my budgie is sick,pets,negative,generated
The vet gave my cat an injection.,pets,negative,generated
my dog is scared of thunder,pets,negative,generated
a bee stung me,pets,negative,generated
The stray dogs looked so thin.,pets,negative,generated
My cat got stuck on the roof.,pets,negative,generated
My goldfish jumped out of the bowl.,pets,negative,generated
Our kittens went to a new home.,pets,negative,generated
The ducks flew away when I came.,pets,negative,generated
my dog doesnt want to play,pets,negative,generated
i couldnt see the tiger at the zoo,pets,negative,generated
my cat ate my fish,pets,negative,generated
The neighbours dog keeps barking all night.,pets,negative,generated
My hen stopped laying eggs.,pets,negative,generated
A rat was in the kitchen.,pets,negative,generated
My pet frog escaped.,pets,negative,generated
our dogg hurt his leg,pets,negative,generated
My puppy peed on my bed.,pets,negative,generated
we lost our brid,pets,negative,generated
a cat was crying outside all night,pets,negative,generated
the zoo was closed so no animals,pets,negative,generated
My fish looks sick.,pets,negative,generated
my dogg is too old to walk,pets,negative,generated
I miss my old dog.,pets,negative,generated
My hamster bit me.,pets,negative,generated
the pony wouldnt let me ride,pets,negative,generated
My cat is angry with me.,pets,negative,generated
The puppy in the shop looked sad.,pets,negative,generated
I found a dead bird.,pets,negative,generated
My dog tore my pillow.,pets,negative,generated
our cow is sick,pets,negative,generated
the cat ran off when i tried to pet it,pets,negative,generated
I could not find my turtle.,pets,negative,generated
The fish in our pond disappeared.,pets,negative,generated
My dog was lost for a whole day.,pets,negative,generated
My kiten wont eat her food.,pets,negative,generated
it rained and the garden looks nice,other,positive,generated
My tooth fell out and I got a coin.,other,positive,generated
I had ice cream!,other,positive,generated
it is my birthdey today,other,positive,generated
i got a new dress,other,positive,generated
The sun came out after the rain.,other,positive,generated
I am better now after my fever!,other,positive,generated
we had kottu for dinner,other,positive,generated
i found my lost pencil,other,positive,generated
I got a present in the post.,other,positive,generated
it was cool and windy today,other,positive,generated
I ate my favrite chocolate.,other,positive,generated
My cold went away.,other,positive,generated
I found ten rupees on the road.,other,positive,generated
The cake was yummy.,other,positive,generated
i got new shoes,other,positive,generated
The lights came back on.,other,positive,generated
The rain made a rainbow!,other,positive,generated
I won a lucky draw.,other,positive,generated
i got a balloon at the shop,other,positive,generated
i ate mangoes from the tree,other,positive,generated
my cut healed,other,positive,generated
i got a watch as a gift,other,positive,generated
We had hot soup on a cold day.,other,positive,generated
My water bottle wus in the lost box.,other,positive,generated
the wether was perfect today,other,positive,generated
I had pancakes for breakfast.,other,positive,generated
i got a surprise gift,other,positive,generated
the doctor said i am healthy,other,positive,generated
My wobbly tooth finally came out!,other,positive,generated
I ate string hoppers.,other,positive,generated
My new bag has a zip.,other,positive,generated
I got a letter with my name on it!,other,positive,generated
it wus cool in the evening,other,positive,generated
i didnt get sick this year,other,positive,generated
my medicine tasted nice for once,other,positive,generated
I found a shiny stone!,other,positive,generated
we had a party at home,other,positive,generated
I got to wear my nu sandals.,other,positive,generated
I blew out all my candles!,other,positive,generated
i had a nice dream,other,positive,generated
There wus a big full moon.,other,positive,generated
The rain stopped!,other,positive,generated
i got a sticker book from the shop,other,positive,generated
The watermelon wus sweet.,other,positive,generated
my headache is gone,other,positive,generated
I was surprised to find a gift in my shoe.,other,positive,generated
the bus ride was fun,other,positive,generated
i got a haircut and it looks cool,other,positive,generated
the ice cream van came,other,positive,generated
I had fried rice!,other,positive,generated
my missing earring turned up,other,positive,generated
It was sunny so we dried clothes.,other,positive,generated
i slept very well,other,positive,generated
i got a new umbrela,other,positive,generated
I got better from chicken pox.,other,positive,generated
My birthday cake wus huge.,other,positive,generated
Someone gave me a flower!,other,positive,generated
My wish came true.,other,positive,generated
I woke up early and saw the sunrise!,other,positive,generated
My tooth fell out sudenly.,other,negative,generated
i have a fever,other,negative,generated
it rained and we couldnt go out,other,negative,generated
I lost my water bottle.,other,negative,generated
I dropped my ice cream.,other,negative,generated
My stomach hurts.,other,negative,generated
I fell and hurt my knee.,other,negative,generated
my new shoes got dirty,other,negative,generated
it was too hot today,other,negative,generated
i had to take bitter medicine,other,negative,generated
My birthdey is over.,other,negative,generated
I didnt get a gift.,other,negative,generated
the thunder was loud and scary,other,negative,generated
I broke my glasses.,other,negative,generated
My lunch fell on the floor.,other,negative,generated
i got a cut on my finger,other,negative,generated
I have a cough.,other,negative,generated
I lost my eraser.,other,negative,generated
The power went off.,other,negative,generated
i had an injection,other,negative,generated
My ice cream melted.,other,negative,generated
there was no cake left,other,negative,generated
I got wet in the rain.,other,negative,generated
My balloon flew away.,other,negative,generated
I have chicken pox.,other,negative,generated
the food was too spicy,other,negative,generated
i had a bad dream,other,negative,generated
i lost my pencil box on the bus,other,negative,generated
I bumped my head.,other,negative,generated
my nose is blocked,other,negative,generated
I didnt like the dinner.,other,negative,generated
My cake was burnt.,other,negative,generated
The lights went out in the storm.,other,negative,generated
i wus sick on my birthday,other,negative,generated
i lost a coin,other,negative,generated
I spilled juice on my dress.,other,negative,generated
my toe hurts,other,negative,generated
I got a rash on my arm.,other,negative,generated
my umbrella broke in the wind,other,negative,generated
The flood came to our road.,other,negative,generated
my tooth is paining,other,negative,generated
I missed the bus.,other,negative,generated
it wus too cold to sleep,other,negative,generated
I am so hungry.,other,negative,generated
my shoe got lost at the beach,other,negative,generated
My plaster came off and it hurt.,other,negative,generated
I had to go to hospital.,other,negative,generated
i got a gift but it wus broken,other,negative,generated
i fell off the step,other,negative,generated
The road wus too dusty.,other,negative,generated
My favorite cup broke.,other,negative,generated
rain came through the roof,other,negative,generated
I have a sore throat.,other,negative,generated
My watch stoped working.,other,negative,generated
It sudenly started to pour.,other,negative,generated
the milk was sour,other,negative,generated
my new toy was the wrong one,other,negative,generated
